"filename", "language", "JSON", "XML", "JavaScript", "YAML", "PostCSS", "Markdown", "Handlebars", "HTML", "SCSS", "comment", "blank", "total"
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-character-inventory.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 11, 351
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-character-skills.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 2, 62
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-creature-general.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2, 34
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-creature-header.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 2, 73
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-synthetic-general.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 261, 0, 0, 0, 7, 268
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\crtui-synthetic-header.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 59, 0, 0, 3, 8, 70
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\spacecraft-sheet.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 234, 0, 3, 17, 254
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\tabs\actor-inventory.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 324, 0, 6, 13, 343
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\tabs\actor-systems.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"c:\Users\paulw\OneDrive\Documents\Development\AlienRPG Module Developemt\alienrpg\templates\actor\crt\tabs\sCraft-major-crit.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 1, 22
